title,plot,type,runtime,genre,vector
Snow Dogs,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",movie,99 min,"Adventure, Comedy, Family, Sport","[-0.5945399   0.01443161  0.8582887   0.5343418  -0.12141812 -0.22075549
  0.45396245  0.7192596  -0.2679996   0.11716437  0.30710906 -0.8191618
  0.00705354 -0.40258366 -0.22157428  0.2042732  -0.6967135  -0.45924887
  0.22721364 -0.6040133  -0.94139946 -0.29465058 -0.6752598  -0.00441467
  0.09229624  0.30188078  0.27771807  0.41574776 -0.20434107  1.2807469
  0.20260407  1.1027594  -0.10971815 -0.2199739  -0.5379623  -0.18011972
 -0.14671338  0.61190045 -0.42896456  0.2286565  -0.78060514  0.31309995
 -0.29331523  0.59668607  0.25061223 -0.49395856 -0.8713807  -0.5349874
 -0.6341918  -0.6214128   0.33957672  0.49443585  0.23447205 -0.83171785
 -0.6243038  -0.78069234  0.5507735  -0.37624508  0.00836758 -0.01284313
 -1.0112497   0.29194924 -0.08172061 -0.6189306   0.48639548  0.03924017
  0.50353706  0.9565245   0.09506628 -0.62754714 -0.1734049   0.42590654
  0.28178304 -0.40136302  0.33854812  0.31544146 -0.34765986 -0.29068717
 -1.0074142  -0.10221538  0.03865312 -0.01028704 -0.39461976 -0.3120445
 -0.19043586  0.34486634 -0.01542988  0.24504054  0.04833809  0.81591314
 -0.22543293 -0.084626    1.335785    0.31513417  0.565042    0.31369272]"
Snow White and the Seven Dwarfs,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.",movie,83 min,"Animation, Family, Fantasy, Musical, Romance","[ 1.3793686e-01 -3.3944693e-01  9.5406674e-02  8.1742853e-01
  1.7821689e-01 -1.0688990e-01  3.5071883e-01  3.2028487e-01
 -3.2996103e-01 -3.7150148e-02 -3.4948960e-01  3.3501515e-01
 -2.6640519e-01 -2.4878176e-01 -2.8467014e-01 -1.3884668e-01
 -2.4400854e-01  6.0485077e-01 -3.3768806e-01 -8.1514341e-01
 -3.8336304e-01 -1.2834936e-01  3.1762731e-01  1.3637815e-01
  4.0717068e-01 -3.0707756e-01  4.4957066e-01 -2.5675091e-01
 -2.8163022e-01  9.5477110e-01 -4.0735650e-01 -1.3813554e-01
 -8.5948557e-02  2.0822959e-02  9.6120127e-02 -2.5102711e-01
  2.5553986e-01  4.9742427e-01 -3.8938573e-01  2.3062728e-01
 -5.6651950e-01  3.7739653e-02 -2.6837516e-01  2.6724783e-01
  4.3331940e-02  5.6809008e-01 -3.6084661e-01 -4.6823880e-01
 -5.7067049e-01  3.3958030e-01 -3.0786780e-01  3.5911596e-01
 -6.4405811e-01 -6.6827792e-01  7.7379771e-02  1.8170393e-01
 -2.5349638e-01 -1.7087311e-01  7.1894127e-04  4.5925215e-01
 -3.4465528e-01  5.0037965e-02  1.2333718e-01 -3.3647382e-01
 -9.3999309e-03  3.0715981e-02  3.5577083e-01  6.8832397e-01
 -7.1230590e-02 -4.7561359e-01 -1.1344826e-01  1.1730943e-01
  5.5027241e-01 -3.6191511e-01  2.9359957e-02 -4.9167278e-01
 -4.3702391e-01 -7.8963645e-02 -5.6245726e-02 -1.3532858e-01
  6.6983260e-02 -1.3159533e-01 -4.0362623e-01  8.3837442e-02
  1.6432725e-01  5.3368598e-01 -4.0562730e-02  2.9218787e-01
 -3.1301495e-01  1.0899822e-02 -2.9422417e-01 -2.1278562e-01
  5.3357869e-01  4.4231396e-02  1.8665934e-02  3.5830590e-01]"
Splash,"A young man is reunited with a mermaid who saved him from drowning as a boy. He falls in love with her, not knowing who or what she is.",movie,111 min,"Comedy, Fantasy, Romance","[-1.0306202  -0.9981961   0.2995757   1.6197293  -0.19641875 -0.45345348
  0.806969    1.0381229  -0.4648714  -0.04367459  0.55153936 -0.09312895
 -0.7924943  -0.07052666 -0.1491266   0.74620986 -0.8818576  -0.592188
 -0.38083827 -0.52621037 -1.4025769   0.7458839  -1.3280355  -0.21818101
  0.4889804   0.48158368  1.6115441   1.7637553   0.01721305  0.36085454
 -0.37666     1.2381043  -0.07409035  1.4785516  -0.7294164  -1.1075455
 -0.2786783   1.726978    0.09615859 -0.3266316  -0.13535082 -0.574744
 -0.13006946 -0.4244827  -0.2690119   0.25254518  0.8850334  -0.3635604
 -0.15913865 -0.65920913  1.2657714   0.64430606 -1.0214638   0.09078071
 -0.24105547  0.49651143  0.91957176  0.01532037 -0.26364562 -0.14640628
 -0.99378216  1.4352362   0.09257555  0.01875347  0.50962543 -0.4088403
  0.73920757 -1.2817454  -0.8956649  -0.78203297  0.09816021  1.1711833
  2.700693    0.4217856  -0.3696696   0.14712337 -0.46725512  0.12945244
 -2.0219963  -0.5696556  -0.05332372  1.1829346  -0.22996226 -0.2971885
  0.38462326  0.98723674 -0.6992038  -1.3504517  -0.75910974  0.54429793
 -0.646934    0.5535919   0.1975252   0.2967552  -0.6132038   0.0516369 ]"
Star Wars: Episode IV - A New Hope,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",movie,121 min,"Action, Adventure, Fantasy, Sci-Fi","[-0.03559111 -0.54260486  0.35036084  0.6522753  -0.07702171  0.13192405
  0.13136464  0.00381325  0.07278433 -0.24552733  0.5739497  -0.2883421
 -0.08703143 -0.12168055 -0.51675266  0.18024677 -0.53109115  0.12353483
  0.04462165 -0.7595658  -0.1837164  -0.07049129  0.02995416  0.07009934
  0.2744454   0.24429077  0.08672675 -0.45504987 -0.2814198   1.4984714
  0.0444887  -0.15834633 -0.09448478 -0.12584884 -0.465822    0.28473017
  0.27019745  0.2882786  -0.4241055   0.00160643  0.16095349 -0.20230165
 -0.12085226  0.51078373  0.14749698  0.11466595 -0.26026294  0.03246143
  0.20702335 -0.00862783 -0.2632688   0.5745843   0.2354756  -0.27393115
 -0.2723963  -0.47101772 -0.15337162 -0.13486189  0.07530133 -0.12227383
 -0.39253673  0.28887248 -0.03907808 -0.7910639  -0.08884642  0.1369484
  0.313628    1.2115821  -0.34427518 -0.08710035  0.3556711   0.07942179
  0.6678903  -0.44972765  0.3538674  -0.02643515 -0.20442308 -0.82477397
  0.16260856  0.01930512 -0.3697325  -0.23023313 -0.12284422 -0.6098252
 -0.35792786  0.33526337  0.2814542  -0.12409543 -0.5395538  -0.20784414
 -0.03448962 -0.19758163  0.46425545  0.11671819  0.11246722  0.3297888 ]"
Star Wars: Episode II - Attack of the Clones,"Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi.",movie,142 min,"Action, Adventure, Fantasy, Sci-Fi","[-7.9890504e-02 -3.7798676e-01  8.4788583e-02  5.9633666e-01
  4.0495397e-05  1.2657951e-01  1.1790013e-01  1.0689266e-01
  7.4446835e-02 -1.2042053e-01  3.0904970e-01 -1.5935516e-01
 -3.2421879e-02 -2.6304562e-02 -3.9980167e-01  8.9834884e-02
 -2.3113175e-01  3.0518574e-01 -2.9182523e-02 -3.6303452e-01
 -2.2767988e-01 -2.6700085e-01 -6.3860260e-02  5.6399096e-02
  2.5068524e-01  8.6524941e-02  1.4675649e-01 -5.7499564e-01
 -1.8331179e-01  1.0789894e+00 -3.4844082e-02  1.5574309e-02
  7.9736866e-02 -2.0801863e-01 -2.3224577e-01  1.1719217e-01
  4.8456234e-01  6.1548221e-01 -3.2405120e-01  5.6426026e-02
  8.9453040e-03 -2.4992123e-01 -1.9957983e-01  2.7642015e-01
  3.2904419e-01  9.6734082e-03 -2.8141490e-01 -5.0075322e-02
  7.8896329e-02  8.9950459e-03 -2.0746937e-01  3.3415914e-01
  9.6598983e-02 -6.3008875e-02 -4.9171829e-01 -4.5058480e-01
 -1.4022328e-01 -2.3078687e-01  1.8263185e-01 -1.9130884e-01
 -4.2987928e-01  6.3736275e-02 -1.4993703e-02 -7.4331516e-01
 -8.8662006e-02  2.3502085e-01  2.6805475e-01  6.5786946e-01
 -4.2115754e-01 -8.1632495e-02  2.3328990e-03 -2.9858839e-02
  6.2521511e-01 -3.9237297e-01  5.2409757e-02 -2.6455436e-02
 -3.1472530e-02 -5.9145248e-01 -5.9705198e-02  6.1869513e-02
 -4.4068998e-01  1.2197221e-02 -1.8776247e-01 -5.4034376e-01
  5.5910878e-02  2.7443275e-01  3.5274774e-01  2.4860482e-01
 -4.8656216e-01 -4.0107783e-02  1.0312358e-02 -1.6015874e-01
  6.0340035e-01  5.9713223e-03 -8.6435772e-02  1.6962162e-01]"
Star Wars: Episode VI - Return of the Jedi,"After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.",movie,131 min,"Action, Adventure, Fantasy, Sci-Fi","[ 0.06860901 -0.51483274  0.08690669  0.60686874 -0.15035309  0.29845968
  0.25835901  0.14029351  0.1305436  -0.21106717  0.36275113 -0.21305104
 -0.00418096 -0.0271814  -0.21604538  0.08955014 -0.36304578  0.36086407
  0.08966026 -0.44435588 -0.2501937  -0.00366227  0.0423087   0.08499596
  0.08463468  0.20600636  0.2261734  -0.45679498 -0.17765272  1.0574387
 -0.06379522  0.14198771 -0.02569894 -0.28590974 -0.21770385  0.12247224
  0.4969901   0.5627885  -0.27317378 -0.02736383  0.04941765 -0.32097483
 -0.12107994  0.20096162  0.07980476  0.16640785 -0.3347847  -0.13637665
  0.1545393   0.15086526 -0.24154946  0.34882826  0.08565448 -0.10837702
 -0.3665343  -0.66366255 -0.12779005 -0.2000303   0.12344512 -0.17769425
 -0.42914838 -0.14550336  0.00218911 -0.71141857  0.02853824 -0.04424028
  0.32823464  0.6497889  -0.34197736 -0.02183782  0.08064554  0.02172242
  0.672449   -0.28742278  0.28246847  0.03004205 -0.18548873 -0.64009655
  0.15056601 -0.0501133  -0.08708036 -0.04743619 -0.21702006 -0.57157254
 -0.01573241  0.14885198  0.08594026  0.0681182  -0.6192647  -0.17436738
 -0.03024895 -0.11907004  0.37265968  0.02576658  0.08663156  0.1909675 ]"
Star Wars: Episode III - Revenge of the Sith,"Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy.",movie,140 min,"Action, Adventure, Fantasy, Sci-Fi","[-0.13310198 -0.6471416   0.1807918   0.7084712  -0.1791962   0.22107697
  0.18280716 -0.07525794  0.12418481 -0.06895799  0.28350943 -0.24230745
  0.08520398 -0.11879673 -0.25953394  0.12636752 -0.17598203  0.31549233
  0.09316262 -0.5563778  -0.23276477  0.01703791  0.01425899  0.12582748
  0.20720272 -0.11268012  0.20087638 -0.5524101  -0.29943714  1.1684697
 -0.09611286  0.00230518  0.29568172 -0.18808721 -0.3199363   0.15575746
  0.466225    0.4563593  -0.32480073  0.10702612  0.18252477 -0.2618603
 -0.12848747  0.46931487  0.2465198  -0.04864762 -0.2769777  -0.0528055
  0.0254669   0.1395819  -0.34356755  0.43231693  0.19531754 -0.11933847
 -0.29320806 -0.46901053 -0.04317334 -0.21433413  0.05707274 -0.11212442
 -0.42866945  0.08015271 -0.1121444  -0.8577711  -0.11834937  0.04729596
  0.4128688   0.8223244  -0.13110222  0.08596946  0.12398269 -0.01725773
  0.9047634  -0.4356897   0.15519004 -0.18333745 -0.10477512 -0.66551054
  0.11350478 -0.00728592 -0.49373627 -0.05189287 -0.22611518 -0.48786464
  0.07834367  0.07644439  0.27244112  0.06359541 -0.70531434 -0.08323441
 -0.05201469 -0.26413667  0.44829535 -0.07563041 -0.03995905  0.30109653]"
Star Wars: The Clone Wars,"After the Republic's victory on Christophsis, Anakin and his new apprentice Ahsoka Tano must rescue the kidnapped son of Jabba the Hutt. Political intrigue complicates their mission.",movie,98 min,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi","[-0.0432311  -0.43369213  0.21292378  0.6535861   0.03867736 -0.30454284
  0.0329021   0.00246675 -0.25629982 -0.09825303  0.27382663 -0.29170254
  0.18406065 -0.32979298 -0.47213063  0.20100491 -0.5296409   0.27367246
  0.31428757 -0.61522853 -0.2883197  -0.5753116   0.0249917   0.05152181
  0.02208331  0.31753206 -0.0314061  -0.47574285 -0.06245978  1.7854236
  0.2707863  -0.10371006 -0.12594266 -0.3559085  -0.47615755 -0.01468277
  0.07691813  1.018318   -0.3860581  -0.12957858  0.03424062 -0.25435767
 -0.06245313  0.3431895   0.15584286 -0.1648391  -0.04984233  0.11370838
  0.1142796   0.04558672 -0.18712713  0.7297716   0.33488333 -0.34164628
 -0.48148677 -0.3645822  -0.16942298 -0.03021031 -0.11165079  0.09367821
 -0.4547168   0.3011461   0.10009474 -0.86603135 -0.04358507 -0.13227879
 -0.01809598  0.98076296 -0.2617597  -0.1556185   0.42878148  0.3553439
  0.721256   -0.32114694  0.5160278  -0.26067892  0.09567633 -0.7355709
 -0.23645408 -0.26518926 -0.57780117 -0.10885009 -0.13465334 -0.3572978
 -0.33301005  0.811042    0.0186377  -0.11674554 -0.29290256 -0.4010733
 -0.01818269 -0.04109588  0.6712403   0.20847933 -0.05411459  0.06388813]"
Star Wars: Episode V - The Empire Strikes Back,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader and a bounty hunter named Boba Fett all over the galaxy.",movie,124 min,"Action, Adventure, Fantasy, Sci-Fi","[-0.09814535 -0.53039587  0.09183571  0.46042806 -0.12731667  0.0803154
  0.25281265  0.11923964 -0.02175069 -0.26277944  0.38050118 -0.1670061
  0.06869024 -0.14553888 -0.4671735   0.15365128 -0.33939666  0.03344614
  0.23134801 -0.5173968  -0.08779877  0.09211171 -0.06761749  0.16918425
  0.13974419  0.16631706  0.20480001 -0.14231494 -0.42487922  1.4252355
  0.03994941  0.3563491  -0.1942995  -0.16554101 -0.36937666  0.10431711
  0.30470663  0.09443415 -0.2693941  -0.07119402  0.16163523 -0.13215604
 -0.02788379  0.27956408  0.09275739  0.1434203  -0.11076746 -0.13555078
 -0.05107178 -0.15212849 -0.31151804  0.5414451   0.14194945 -0.24437883
 -0.30381244 -0.5877952  -0.23333804 -0.36945105  0.0267326  -0.01601988
 -0.39854318  0.04299642 -0.05073312 -0.6097323  -0.12958089  0.12057459
  0.37336734  0.99149644 -0.22992687 -0.19229028  0.35789818  0.05522086
  0.47051936 -0.22984913  0.3777788   0.0865026  -0.07681511 -0.7471851
 -0.13147163  0.10483049 -0.31584203 -0.01716499 -0.05394036 -0.30882907
 -0.14622754  0.41589323  0.06693801 -0.05520599 -0.569226   -0.05392838
 -0.09614923 -0.22448811  0.5903136   0.21126577 -0.06091188  0.22196992]"
Star Wars: Episode VII - The Force Awakens,"Three decades after the Empire's defeat, a new threat arises in the militant First Order. Defected stormtrooper Finn and the scavenger Rey are caught up in the Resistance's search for the missing Luke Skywalker.",movie,138 min,"Action, Adventure, Sci-Fi","[-1.26277938e-01 -6.50582373e-01  2.72763193e-01  7.71091998e-01
 -1.05101541e-01  5.64667135e-02  3.50287169e-01  1.99386090e-01
  3.13738510e-02 -2.20095366e-01  7.30237007e-01 -1.44273475e-01
  1.02528147e-01 -2.29602784e-01 -5.79773545e-01  2.60594916e-02
 -6.49431884e-01  1.52131006e-01  2.97605842e-01 -7.08460271e-01
 -3.81087631e-01 -1.92580983e-01 -2.08484992e-01  1.74655929e-01
  8.77920464e-02  3.63908470e-01  8.25870335e-02 -4.62357521e-01
 -4.86373782e-01  1.50342274e+00  1.22322164e-01  1.22169763e-01
 -2.27928907e-01  9.29349363e-02 -3.97167981e-01  2.34431982e-01
  3.84647667e-01  5.17466009e-01 -5.72021544e-01 -4.39087898e-02
 -5.23543432e-02 -1.77554280e-01 -1.14899397e-01  4.31845307e-01
  4.96408679e-02  1.51708975e-01 -2.50496775e-01  1.49665356e-01
  1.23895712e-01 -1.05094843e-01 -3.23054530e-02  5.52722216e-01
  3.30193788e-01 -2.39189148e-01 -3.87519717e-01 -7.80096531e-01
 -1.92323685e-01 -1.03458047e-01 -1.10900402e-03 -2.39631712e-01
 -5.29328108e-01  2.14370936e-01  1.27690196e-01 -5.76382041e-01
 -2.27801204e-02  6.75760582e-02  3.48911554e-01  1.22008014e+00
 -3.48015964e-01 -3.41701299e-01  1.74800530e-01  2.70919502e-01
  7.31309235e-01 -5.45811057e-01  2.48479202e-01 -3.75004932e-02
 -1.18182033e-01 -6.36449873e-01 -1.55704111e-01 -4.14156169e-02
 -1.71746165e-01 -8.10354501e-02 -4.16051686e-01 -4.99295712e-01
 -7.82739371e-02  3.79344732e-01  7.68638179e-02 -3.66965793e-02
 -4.39768165e-01 -1.53170645e-01 -9.19013545e-02 -3.59070711e-02
  5.62951684e-01  7.67695457e-02  5.34376428e-02  2.27348253e-01]"
Star Wars: Episode VIII - The Last Jedi,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.",movie,152 min,"Action, Adventure, Fantasy, Sci-Fi","[-3.97559330e-02 -6.59559488e-01 -4.79053473e-03  5.56769371e-01
 -1.18605286e-01  2.56250173e-01  1.26363873e-01  8.72489363e-02
 -1.99187249e-01 -3.09025168e-01  5.79359293e-01 -2.03924954e-01
  7.01170042e-02 -2.49447897e-02 -5.29237986e-01 -1.38463244e-01
 -5.83130538e-01  1.20812140e-01 -8.29705819e-02 -6.17604792e-01
 -2.14969695e-01  1.32528633e-01 -1.66421533e-02  1.48839742e-01
 -1.07571900e-01  4.24763530e-01  1.52909830e-01 -5.32866180e-01
 -2.67731309e-01  1.63067925e+00  2.47924119e-01  3.01887870e-01
 -3.75229828e-02 -8.88791904e-02 -2.82950073e-01  3.11090589e-01
  1.10297844e-01  4.53919262e-01 -4.88986969e-01 -6.42879829e-02
  5.96999079e-02 -5.52997319e-03 -2.68986583e-01  5.68328142e-01
  1.10738605e-01  2.44902983e-01 -2.01941684e-01  1.89846028e-02
  1.35845825e-01 -6.39018079e-04 -2.39550650e-01  6.38167143e-01
  1.02639571e-01 -2.19072163e-01 -3.84507984e-01 -6.58601761e-01
 -1.16061941e-01 -2.47333899e-01  8.51556659e-03 -5.20116761e-02
 -4.53635573e-01  2.21363857e-01  3.87832560e-02 -5.31452715e-01
  2.04248633e-02  1.05973417e-02  1.24652997e-01  9.50874865e-01
 -5.02783060e-01 -1.15714297e-01  4.88273576e-02  3.25314373e-01
  5.69285095e-01 -2.45143518e-01  2.39038527e-01  1.52413666e-01
 -1.11977577e-01 -6.81454599e-01 -4.03598994e-02 -4.94975336e-02
 -1.97791830e-01 -6.41467571e-02 -4.08807635e-01 -3.72626662e-01
 -1.24344081e-01  4.22431558e-01  2.99024105e-01  1.83343053e-01
 -4.15735096e-01 -3.93522084e-01 -2.26290561e-02 -1.34459436e-01
  5.32377124e-01  6.78611994e-02 -2.80199740e-02  1.14701323e-01]"
Star Wars: Episode I - The Phantom Menace,"Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their old glory.",movie,136 min,"Action, Adventure, Fantasy, Sci-Fi","[-0.139275   -0.5645699   0.03780507  0.6496073  -0.0869112   0.09909431
  0.39447957  0.05172106  0.16050339 -0.22661121  0.58736736 -0.23601395
  0.04579085 -0.14908512 -0.47157308  0.12427081 -0.60833484  0.12751798
  0.09100383 -0.53007376 -0.07054323  0.1277954   0.03031298  0.03713243
  0.04721449  0.28085896  0.12153912 -0.28938687 -0.41689527  1.4711918
  0.10537739 -0.08433931 -0.01868338 -0.24525118 -0.425106    0.21872357
  0.13478321  0.43305624 -0.5672299   0.18216759  0.01207274 -0.21895152
 -0.11420018  0.31968144 -0.00581451  0.08118156 -0.26650137  0.11107108
  0.13776767 -0.05042602 -0.3132952   0.47839308  0.03023487 -0.41653284
 -0.18368065 -0.3623501  -0.02375654 -0.22834437 -0.10561308 -0.14740533
 -0.34943807  0.16700049  0.00274197 -0.5163451  -0.09377929  0.10509206
  0.36290988  0.9430276  -0.39692694 -0.05742015  0.17570703  0.10132565
  0.7872098  -0.4380589   0.32322574 -0.20363703 -0.14525458 -0.60428643
  0.05395852  0.08358452 -0.234322   -0.34834766 -0.19675462 -0.31635892
 -0.2518805   0.46350247  0.32245895  0.24315646 -0.3132442  -0.28327852
 -0.0959159  -0.02246104  0.43992028  0.09270831  0.03930794  0.20734079]"
Tangled,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",movie,100 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","[ 0.11924297  0.20786792 -0.5088825   0.6422023  -0.5415982  -0.27063
 -0.0232963  -0.28326878 -0.24438083 -0.6528251   0.4053152   0.5959823
 -1.8875031  -0.7837353  -0.78222007  0.32588467 -1.1952795  -1.0030949
  0.6950481   0.46678442 -0.36484277  0.7244816   0.33042893 -0.71963704
 -0.23634279 -0.12582238  0.2538615   0.36727685  0.12620391  0.7793838
  0.89351094  0.19188255 -0.05277219 -0.8295287  -0.83485687 -0.88902265
 -0.4165628   0.33149362  0.2793423  -0.47280967  1.300468    0.50076056
  0.11399414 -0.6683073   0.09451072 -0.46116874  0.38459742 -0.08117162
  0.9805466  -0.3349413   0.54040945  0.72671276 -0.76578337 -0.93557566
 -0.16737786  0.57477176  1.0898634  -0.19117174  0.6925118   0.5067376
 -0.65835226  0.6488303   0.39083982  0.3515341   0.12713358 -0.9128663
  0.71271455 -1.2766721  -1.112771   -1.1061151  -0.46682706 -0.13420585
 -0.6952266   1.2308528   0.40119323  0.06590594 -0.438368   -0.42380348
  0.1866683  -0.908859   -0.7585554   0.80198556 -0.21412641  0.83487195
  0.6749939   0.808457    0.50010794 -0.29358006  0.9896155   0.2781388
  0.41871807  0.266384   -1.2624562   0.9516523   0.38688996  0.6947733 ]"
